Brand,Model,Color,Retail_Price,Release_Date,Price_Premium,Avg_Sale_Price,Date_of_Sale,Time_of_Sale,Sneaker_Size,Sale_Price
Air Jordan,Jordan 1 Retro Chicago (2015),WHITE/VARSITY RED-BLACK,160.0,5/30/15,181.30%,$486 ,2018-01-04 00:00:00,6:18 PM EST,9.0,575.0
Air Jordan,Jordan 1 Retro Chicago (2015),WHITE/VARSITY RED-BLACK,160.0,5/30/15,181.30%,$486 ,2018-01-04 00:00:00,2:59 PM EST,12.0,458.0
Air Jordan,Jordan 1 Retro Chicago (2015),WHITE/VARSITY RED-BLACK,160.0,5/30/15,181.30%,$486 ,2018-01-04 00:00:00,11:57 AM EST,10.0,570.0
Air Jordan,Jordan 1 Retro Chicago (2015),WHITE/VARSITY RED-BLACK,160.0,5/30/15,181.30%,$486 ,2018-01-04 00:00:00,11:44 AM EST,12.0,449.0
Air Jordan,Jordan 1 Retro Chicago (2015),WHITE/VARSITY RED-BLACK,160.0,5/30/15,181.30%,$486 ,2018-01-04 00:00:00,9:18 AM EST,8.0,600.0
Air Jordan,Jordan 1 Retro Chicago (2015),WHITE/VARSITY RED-BLACK,160.0,5/30/15,181.30%,$486 ,2018-01-03 00:00:00,11:14 AM EST,12.0,440.0
Air Jordan,Jordan 1 Retro Chicago (2015),WHITE/VARSITY RED-BLACK,160.0,5/30/15,181.30%,$486 ,2018-01-03 00:00:00,10:38 AM EST,12.0,465.0
Air Jordan,Jordan 1 Retro Chicago (2015),WHITE/VARSITY RED-BLACK,160.0,5/30/15,181.30%,$486 ,2018-01-02 00:00:00,10:46 AM EST,10.0,525.0
Air Jordan,Jordan 1 Retro Chicago (2015),WHITE/VARSITY RED-BLACK,160.0,5/30/15,181.30%,$486 ,2018-01-02 00:00:00,10:43 AM EST,10.0,540.0
Air Jordan,Jordan 1 Retro Chicago (2015),WHITE/VARSITY RED-BLACK,160.0,5/30/15,181.30%,$486 ,2018-01-01 00:00:00,4:14 PM EST,12.0,494.0
Air Jordan,Jordan 1 Retro Chicago (2015),WHITE/VARSITY RED-BLACK,160.0,5/30/15,181.30%,$486 ,2017-12-31 00:00:00,9:16 PM EST,12.0,445.0
Air Jordan,Jordan 1 Retro Chicago (2015),WHITE/VARSITY RED-BLACK,160.0,5/30/15,181.30%,$486 ,2017-12-31 00:00:00,1:50 PM EST,9.0,670.0
