Retail_Price,Sneaker_Size,days_since_release,Brand_Air Jordan,Color_WHITE/CORE BLACK/RED,Color_WHITE/DARK POWDER BLUE,Color_WHITE/VARSITY RED-BLACK
1.0270465234854302,0.47057400611987393,-0.7500179701287839,0,0,0,0
1.0270465234854302,-0.07563577242992123,-0.754011076967107,0,0,0,0
1.0270465234854302,-0.8949504402546139,-0.754011076967107,0,0,0,0
1.0270465234854302,2.1092033417692595,-0.754011076967107,0,0,0,0
1.0270465234854302,-0.07563577242992123,-0.7580041838054301,0,0,0,0
1.0270465234854302,-0.3487406617048188,-0.7580041838054301,0,0,0,0
1.0270465234854302,-1.7142651080793065,-0.7580041838054301,0,0,0,0
1.0270465234854302,-2.260474886629102,-0.7580041838054301,0,0,0,0
1.0270465234854302,-1.9873699973542043,-0.7580041838054301,0,0,0,0
1.0270465234854302,0.47057400611987393,-0.7580041838054301,0,0,0,0
1.0270465234854302,0.19746911684497634,-0.7580041838054301,0,0,0,0
1.0270465234854302,-0.3487406617048188,-0.7580041838054301,0,0,0,0
1.0270465234854302,-0.6218455509797164,-0.7580041838054301,0,0,0,0
1.0270465234854302,-0.3487406617048188,-0.7580041838054301,0,0,0,0
1.0270465234854302,0.7436788953947715,-0.7580041838054301,0,0,0,0
1.0270465234854302,-0.07563577242992123,-0.7619972906437532,0,0,0,0
1.0270465234854302,1.016783784669669,-0.7619972906437532,0,0,0,0
1.0270465234854302,1.016783784669669,-0.7619972906437532,0,0,0,0
1.0270465234854302,0.47057400611987393,-0.7619972906437532,0,0,0,0
1.0270465234854302,-0.8949504402546139,-0.7619972906437532,0,0,0,0
1.0270465234854302,1.016783784669669,-0.7619972906437532,0,0,0,0
1.0270465234854302,-1.1680553295295115,-0.7619972906437532,0,0,0,0
1.0270465234854302,1.5629935632194643,-0.7619972906437532,0,0,0,0
1.0270465234854302,0.19746911684497634,-0.7619972906437532,0,0,0,0
1.0270465234854302,-0.8949504402546139,-0.7619972906437532,0,0,0,0
1.0270465234854302,2.1092033417692595,-0.7619972906437532,0,0,0,0
1.0270465234854302,1.5629935632194643,-0.7619972906437532,0,0,0,0
1.0270465234854302,-1.7142651080793065,-0.7619972906437532,0,0,0,0
1.0270465234854302,0.47057400611987393,-0.7619972906437532,0,0,0,0
1.0270465234854302,-1.441160218804409,-0.7619972906437532,0,0,0,0
1.0270465234854302,-0.3487406617048188,-0.7619972906437532,0,0,0,0
1.0270465234854302,0.7436788953947715,-0.7619972906437532,0,0,0,0
1.0270465234854302,-0.3487406617048188,-0.7619972906437532,0,0,0,0
1.0270465234854302,0.47057400611987393,-0.7619972906437532,0,0,0,0
1.0270465234854302,0.47057400611987393,-0.7619972906437532,0,0,0,0
1.0270465234854302,-0.6218455509797164,-0.7659903974820763,0,0,0,0
1.0270465234854302,-1.1680553295295115,-0.7659903974820763,0,0,0,0
1.0270465234854302,0.19746911684497634,-0.7659903974820763,0,0,0,0
1.0270465234854302,-0.07563577242992123,-0.7659903974820763,0,0,0,0
1.0270465234854302,-0.07563577242992123,-0.7659903974820763,0,0,0,0
1.0270465234854302,-2.806684665178897,-0.7659903974820763,0,0,0,0
1.0270465234854302,-1.1680553295295115,-0.7659903974820763,0,0,0,0
1.0270465234854302,-0.6218455509797164,-0.7659903974820763,0,0,0,0
1.0270465234854302,-0.3487406617048188,-0.7659903974820763,0,0,0,0
1.0270465234854302,-0.07563577242992123,-0.7659903974820763,0,0,0,0
1.0270465234854302,-2.806684665178897,-0.7699835043203993,0,0,0,0
1.0270465234854302,1.016783784669669,-0.7699835043203993,0,0,0,0
1.0270465234854302,-0.07563577242992123,-0.7699835043203993,0,0,0,0
1.0270465234854302,0.19746911684497634,-0.7699835043203993,0,0,0,0
1.0270465234854302,1.016783784669669,-0.7699835043203993,0,0,0,0
1.0270465234854302,-2.260474886629102,-0.7699835043203993,0,0,0,0
1.0270465234854302,-2.806684665178897,-0.7739766111587224,0,0,0,0
1.0270465234854302,-2.806684665178897,-0.7739766111587224,0,0,0,0
1.0270465234854302,-1.7142651080793065,-0.7739766111587224,0,0,0,0
1.0270465234854302,-0.8949504402546139,-0.7739766111587224,0,0,0,0
1.0270465234854302,0.7436788953947715,-0.7739766111587224,0,0,0,0
1.0270465234854302,1.016783784669669,-0.7739766111587224,0,0,0,0
1.0270465234854302,-3.352894443728692,-0.7779697179970455,0,0,0,0
1.0270465234854302,1.016783784669669,-0.7859559316736917,0,0,0,0
1.0270465234854302,0.47057400611987393,-0.7859559316736917,0,0,0,0
1.0270465234854302,0.19746911684497634,-0.7859559316736917,0,0,0,0
1.0270465234854302,-0.07563577242992123,-0.7859559316736917,0,0,0,0
1.0270465234854302,-0.3487406617048188,-0.7859559316736917,0,0,0,0
1.0270465234854302,-0.3487406617048188,-0.7899490385120147,0,0,0,0
1.0270465234854302,-0.07563577242992123,-0.7899490385120147,0,0,0,0
1.0270465234854302,-0.3487406617048188,-0.7899490385120147,0,0,0,0
1.0270465234854302,-0.3487406617048188,-0.7899490385120147,0,0,0,0
1.0270465234854302,-0.3487406617048188,-0.7899490385120147,0,0,0,0
1.0270465234854302,-0.07563577242992123,-0.7899490385120147,0,0,0,0
1.0270465234854302,-0.07563577242992123,-0.7899490385120147,0,0,0,0
1.0270465234854302,-2.806684665178897,-0.7899490385120147,0,0,0,0
1.0270465234854302,-0.3487406617048188,-0.7939421453503378,0,0,0,0
1.0270465234854302,2.1092033417692595,-0.7939421453503378,0,0,0,0
1.0270465234854302,-0.3487406617048188,-0.7939421453503378,0,0,0,0
1.0270465234854302,-0.07563577242992123,-0.7939421453503378,0,0,0,0
1.0270465234854302,1.016783784669669,-0.7939421453503378,0,0,0,0
1.0270465234854302,0.19746911684497634,-0.7939421453503378,0,0,0,0
1.0270465234854302,0.7436788953947715,-0.7939421453503378,0,0,0,0
1.0270465234854302,1.016783784669669,-0.7939421453503378,0,0,0,0
1.0270465234854302,-1.9873699973542043,-0.7979352521886609,0,0,0,0
1.0270465234854302,-3.352894443728692,-0.7979352521886609,0,0,0,0
1.0270465234854302,-0.07563577242992123,-0.7979352521886609,0,0,0,0
1.0270465234854302,-1.9873699973542043,-0.7979352521886609,0,0,0,0
1.0270465234854302,-0.07563577242992123,-0.7979352521886609,0,0,0,0
1.0270465234854302,-0.3487406617048188,-0.7979352521886609,0,0,0,0
1.0270465234854302,-0.6218455509797164,-0.801928359026984,0,0,0,0
1.0270465234854302,-0.6218455509797164,-0.801928359026984,0,0,0,0
1.0270465234854302,-0.8949504402546139,-0.801928359026984,0,0,0,0
1.0270465234854302,-0.6218455509797164,-0.801928359026984,0,0,0,0
1.0270465234854302,-0.3487406617048188,-0.801928359026984,0,0,0,0
1.0270465234854302,1.016783784669669,-0.8139076795419532,0,0,0,0
1.0270465234854302,1.016783784669669,-0.8139076795419532,0,0,0,0
1.0270465234854302,0.47057400611987393,-0.8139076795419532,0,0,0,0
1.0270465234854302,-0.8949504402546139,-0.8139076795419532,0,0,0,0
1.0270465234854302,-2.806684665178897,-0.8139076795419532,0,0,0,0
1.0270465234854302,1.016783784669669,-0.8139076795419532,0,0,0,0
1.0270465234854302,-1.1680553295295115,-0.8179007863802763,0,0,0,0
1.0270465234854302,1.5629935632194643,-0.8179007863802763,0,0,0,0
1.0270465234854302,0.47057400611987393,-0.8179007863802763,0,0,0,0
1.0270465234854302,0.47057400611987393,-0.8179007863802763,0,0,0,0
1.0270465234854302,-0.3487406617048188,-0.8218938932185994,0,0,0,0
1.0270465234854302,-0.07563577242992123,-0.8218938932185994,0,0,0,0
1.0270465234854302,0.7436788953947715,-0.8218938932185994,0,0,0,0
1.0270465234854302,1.016783784669669,-0.8218938932185994,0,0,0,0
1.0270465234854302,0.19746911684497634,-0.8218938932185994,0,0,0,0
1.0270465234854302,-1.1680553295295115,-0.8218938932185994,0,0,0,0
1.0270465234854302,-0.6218455509797164,-0.8218938932185994,0,0,0,0
1.0270465234854302,0.47057400611987393,-0.8218938932185994,0,0,0,0
1.0270465234854302,-0.3487406617048188,-0.8218938932185994,0,0,0,0
1.0270465234854302,-0.3487406617048188,-0.8218938932185994,0,0,0,0
1.0270465234854302,0.47057400611987393,-0.8218938932185994,0,0,0,0
1.0270465234854302,0.19746911684497634,-0.8218938932185994,0,0,0,0
1.0270465234854302,-0.8949504402546139,-0.8258870000569225,0,0,0,0
1.0270465234854302,-0.6218455509797164,-0.8258870000569225,0,0,0,0
1.0270465234854302,2.1092033417692595,-0.8258870000569225,0,0,0,0
1.0270465234854302,0.19746911684497634,-0.8258870000569225,0,0,0,0
1.0270465234854302,1.5629935632194643,-0.8258870000569225,0,0,0,0
1.0270465234854302,1.5629935632194643,-0.8258870000569225,0,0,0,0
1.0270465234854302,0.47057400611987393,-0.8258870000569225,0,0,0,0
1.0270465234854302,-0.8949504402546139,-0.8258870000569225,0,0,0,0
1.0270465234854302,0.7436788953947715,-0.8258870000569225,0,0,0,0
1.0270465234854302,-0.07563577242992123,-0.8298801068952455,0,0,0,0
1.0270465234854302,-1.9873699973542043,-0.8298801068952455,0,0,0,0
1.0270465234854302,0.19746911684497634,-0.8298801068952455,0,0,0,0
1.0270465234854302,-0.6218455509797164,-0.8298801068952455,0,0,0,0
1.0270465234854302,-0.8949504402546139,-0.8298801068952455,0,0,0,0
1.0270465234854302,-2.260474886629102,-0.8378663205718917,0,0,0,0
1.0270465234854302,0.47057400611987393,-0.8418594274102148,0,0,0,0
1.0270465234854302,0.47057400611987393,-0.8418594274102148,0,0,0,0
1.0270465234854302,-0.8949504402546139,-0.8418594274102148,0,0,0,0
1.0270465234854302,-0.07563577242992123,-0.8458525342485379,0,0,0,0
1.0270465234854302,-1.1680553295295115,-0.8458525342485379,0,0,0,0
1.0270465234854302,1.5629935632194643,-0.8458525342485379,0,0,0,0
1.0270465234854302,2.1092033417692595,-0.8458525342485379,0,0,0,0
1.0270465234854302,-1.1680553295295115,-0.8458525342485379,0,0,0,0
1.0270465234854302,-0.3487406617048188,-0.8458525342485379,0,0,0,0
1.0270465234854302,0.47057400611987393,-0.8458525342485379,0,0,0,0
1.0270465234854302,-0.6218455509797164,-0.8458525342485379,0,0,0,0
1.0270465234854302,0.47057400611987393,-0.849845641086861,0,0,0,0
1.0270465234854302,-0.3487406617048188,-0.849845641086861,0,0,0,0
1.0270465234854302,0.47057400611987393,-0.849845641086861,0,0,0,0
1.0270465234854302,0.47057400611987393,-0.849845641086861,0,0,0,0
1.0270465234854302,-0.07563577242992123,-0.849845641086861,0,0,0,0
1.0270465234854302,1.5629935632194643,-0.849845641086861,0,0,0,0
1.0270465234854302,-1.1680553295295115,-0.849845641086861,0,0,0,0
1.0270465234854302,-0.07563577242992123,-0.849845641086861,0,0,0,0
1.0270465234854302,-1.1680553295295115,-0.849845641086861,0,0,0,0
1.0270465234854302,0.7436788953947715,-0.853838747925184,0,0,0,0
1.0270465234854302,-0.3487406617048188,-0.853838747925184,0,0,0,0
1.0270465234854302,1.5629935632194643,-0.853838747925184,0,0,0,0
1.0270465234854302,0.47057400611987393,-0.853838747925184,0,0,0,0
1.0270465234854302,-2.806684665178897,-0.853838747925184,0,0,0,0
1.0270465234854302,0.7436788953947715,-0.853838747925184,0,0,0,0
1.0270465234854302,-0.07563577242992123,-0.853838747925184,0,0,0,0
1.0270465234854302,2.1092033417692595,-0.853838747925184,0,0,0,0
1.0270465234854302,0.47057400611987393,-0.8578318547635071,0,0,0,0
1.0270465234854302,-1.441160218804409,-0.8578318547635071,0,0,0,0
1.0270465234854302,0.19746911684497634,-0.8578318547635071,0,0,0,0
1.0270465234854302,0.7436788953947715,-0.8578318547635071,0,0,0,0
1.0270465234854302,-3.352894443728692,-0.8578318547635071,0,0,0,0
1.0270465234854302,-2.806684665178897,-0.8618249616018302,0,0,0,0
1.0270465234854302,0.47057400611987393,-0.8698111752784764,0,0,0,0
1.0270465234854302,-1.441160218804409,-0.8698111752784764,0,0,0,0
1.0270465234854302,0.19746911684497634,-0.8698111752784764,0,0,0,0
1.0270465234854302,-0.07563577242992123,-0.8698111752784764,0,0,0,0
1.0270465234854302,-0.8949504402546139,-0.8698111752784764,0,0,0,0
1.0270465234854302,0.19746911684497634,-0.8698111752784764,0,0,0,0
1.0270465234854302,1.016783784669669,-0.8698111752784764,0,0,0,0
1.0270465234854302,0.19746911684497634,-0.8698111752784764,0,0,0,0
1.0270465234854302,-1.1680553295295115,-0.8738042821167994,0,0,0,0
1.0270465234854302,-0.6218455509797164,-0.8738042821167994,0,0,0,0
1.0270465234854302,0.47057400611987393,-0.8738042821167994,0,0,0,0
1.0270465234854302,1.016783784669669,-0.8738042821167994,0,0,0,0
1.0270465234854302,-1.441160218804409,-0.8738042821167994,0,0,0,0
1.0270465234854302,-1.1680553295295115,-0.8738042821167994,0,0,0,0
1.0270465234854302,0.47057400611987393,-0.8777973889551225,0,0,0,0
1.0270465234854302,0.19746911684497634,-0.8777973889551225,0,0,0,0
1.0270465234854302,-0.3487406617048188,-0.8777973889551225,0,0,0,0
1.0270465234854302,-0.3487406617048188,-0.8777973889551225,0,0,0,0
1.0270465234854302,1.5629935632194643,-0.8817904957934456,0,0,0,0
1.0270465234854302,-1.1680553295295115,-0.8817904957934456,0,0,0,0
1.0270465234854302,1.016783784669669,-0.8817904957934456,0,0,0,0
1.0270465234854302,-0.07563577242992123,-0.8817904957934456,0,0,0,0
1.0270465234854302,2.1092033417692595,-0.8817904957934456,0,0,0,0
1.0270465234854302,0.19746911684497634,-0.8817904957934456,0,0,0,0
1.0270465234854302,1.016783784669669,-0.8817904957934456,0,0,0,0
